"","rt","int"
"589",4.90970824650193,5043
"590",4.91804108365585,5262
"591",4.92637392080976,5347
"592",4.93470675796368,5314
"593",4.94303959511759,5225
"594",4.95137243227151,5191
"595",4.95970526942542,5336
"596",4.96803810657934,5586
"597",4.97637094373325,5787
"598",4.98470378088717,5923
"599",4.99303661804108,6065
"600",5.001369455195,6200
"601",5.00970229234891,6270
"602",5.01803512950283,6249
"603",5.02636796665674,6238
"604",5.03470080381066,6296
"605",5.04303364096457,6336
"606",5.05136647811849,6452
"607",5.0596993152724,6481
"608",5.06803215242632,6500
"609",5.07636498958023,6492
"610",5.08469782673415,6461
"611",5.09303066388806,6548
"612",5.10136350104198,6732
"613",5.10969633819589,6852
"614",5.11802917534981,6953
"615",5.12636201250372,7120
"616",5.13469484965764,7247
"617",5.14302768681155,7344
"618",5.15136052396547,7394
"619",5.15969336111938,7501
"620",5.1680261982733,7591
"621",5.17635903542721,7730
"622",5.18469187258113,7842
"623",5.19302470973504,7937
"624",5.20135754688896,8022
"625",5.20969038404287,8037
"626",5.21802322119678,7997
"627",5.2263560583507,7923
"628",5.23468889550461,7894
"629",5.24302173265853,7921
"630",5.25135456981244,7989
"631",5.25968740696636,8060
"632",5.26802024412027,8167
"633",5.27635308127419,8263
"634",5.2846859184281,8322
"635",5.29301875558202,8369
"636",5.30135159273593,8337
"637",5.30968442988985,8233
"638",5.31801726704376,8224
"639",5.32635010419768,8291
"640",5.33468294135159,8349
"641",5.34301577850551,8373
"642",5.35134861565942,8406
"643",5.35968145281334,8434
"644",5.36801428996725,8415
"645",5.37634712712117,8442
"646",5.38467996427508,8585
"647",5.393012801429,8789
"648",5.40134563858291,8959
"649",5.40967847573683,9085
"650",5.41801131289074,9193
"651",5.42634415004466,9295
"652",5.43467698719857,9370
"653",5.44300982435249,9338
"654",5.4513426615064,9288
"655",5.45967549866032,9227
"656",5.46800833581423,9193
"657",5.47634117296815,9156
"658",5.48467401012206,9098
"659",5.49300684727597,9087
"660",5.50133968442989,8997
"661",5.5096725215838,8902
"662",5.51800535873772,8850
"663",5.52633819589163,8839
"664",5.53467103304555,8853
"665",5.54300387019946,8872
"666",5.55133670735338,8924
"667",5.55966954450729,8936
"668",5.56800238166121,9031
"669",5.57633521881512,9225
